date_local,Carbon monoxide,Lead (TSP) LC,Nitrogen dioxide (NO2),Ozone,PM10 Total 0-10um STP,PM2.5 - Local Conditions,Sulfur dioxide,daily_max_aqi,daily_avg_temp
2015-03-26,0.495833,0.013,30.473913,0.031353,36.0,6.9,0.3125,55.0,247.0
2015-03-27,0.583333,0.013,37.46087,0.037,36.0,11.7,0.517391,90.0,247.5
2015-03-28,0.4875,0.013,27.813043,0.03,36.0,14.3,0.373913,61.0,216.5
2015-03-29,0.470833,0.005,20.178261,0.037294,36.0,15.9,0.143478,64.0,194.5
2015-03-30,0.491667,0.005,21.690909,0.038235,36.0,19.3,0.208333,70.0,197.5
2015-03-31,0.425,0.005,26.068182,0.035294,36.0,24.3,0.181818,79.0,183.5
2015-04-01,0.254167,0.005,16.73913,0.040294,17.0,12.7,0.095833,58.0,188.5
2015-04-02,0.341667,0.005,25.913043,0.034471,17.0,11.7,0.1875,67.0,180.5
2015-04-03,0.433333,0.005,26.03913,0.046647,17.0,9.3,0.178261,77.0,219.5
2015-04-04,0.3375,0.002,22.952174,0.047647,17.0,10.2,0.441667,97.0,219.5
2015-04-05,0.245833,0.002,11.327273,0.046353,17.0,12.3,0.058333,74.0,178.0
2015-04-06,0.175,0.002,12.481818,0.040882,17.0,5.6,0.05,49.0,155.5
2015-04-08,0.283333,0.002,20.191304,0.027765,17.0,5.6,0.029167,47.0,152.5
2015-04-10,0.354167,0.003,19.990909,0.043824,20.0,9.1,0.133333,64.0,169.5
2015-04-11,0.295833,0.003,19.240909,0.042824,20.0,8.3,0.252174,67.0,169.5
2015-04-12,0.333333,0.003,14.309091,0.047941,20.0,8.6,0.147826,97.0,194.5
2015-04-13,0.3,0.003,15.804545,0.042059,20.0,13.4,0.091304,59.0,191.5
2015-04-14,0.204167,0.003,17.477273,0.035471,20.0,15.0,0.117391,62.0,186.0
2015-04-15,0.379167,0.003,28.036364,0.036294,20.0,12.9,0.220833,80.0,203.0
2015-04-16,0.520833,0.0055,30.25,0.039588,37.0,9.4,0.234783,80.0,197.0
2015-04-17,0.4625,0.0055,30.463636,0.040235,37.0,9.9,0.277273,74.0,202.5
2015-04-18,0.420833,0.0055,21.9,0.056143,37.0,12.6,0.465217,87.0,202.5
2015-04-19,0.414286,0.0055,13.7,0.053071,37.0,14.8,0.3,84.0,183.5
2015-04-20,0.352381,0.0055,13.766667,0.049143,37.0,13.4,0.078261,59.0,169.5
2015-04-21,0.3,0.0055,11.433333,0.048929,37.0,10.2,0.03913,53.0,169.0
2015-04-22,0.3,0.0035,13.747619,0.042429,13.0,9.2,0.034783,51.0,172.5
2015-04-23,0.341176,0.0035,14.104762,0.042706,13.0,7.4,0.022727,44.0,167.0
2015-04-24,0.295833,0.0035,12.521739,0.039353,13.0,6.7,-0.008696,40.0,166.5
2015-04-25,0.295833,0.0035,11.386957,0.027,13.0,7.7,-0.011765,43.0,161.0
2015-04-26,0.358333,0.0035,13.182609,0.035647,13.0,9.4,0.013043,52.0,186.0
2015-04-27,0.425,0.0035,23.23913,0.042353,13.0,9.5,0.091304,90.0,208.5
2015-04-28,0.4875,0.0095,32.65,0.040882,39.0,9.0,0.459091,101.0,247.0
2015-04-29,0.621429,0.0095,40.058824,0.0211,39.0,13.8,0.26087,78.0,236.5
2015-04-30,0.583333,0.0095,28.270588,0.027385,39.0,15.6,0.245,66.0,228.0
2015-05-01,0.654167,0.0095,28.477273,0.027941,39.0,15.6,0.06,63.0,214.0
2015-05-02,0.65,0.0095,21.536364,0.043176,39.0,16.0,0.115385,64.0,208.5
2015-05-03,0.333333,0.0095,8.227273,0.043412,39.0,13.5,0.011111,59.0,188.5
2015-05-04,0.3375,0.008,11.245455,0.042588,21.0,8.8,-0.016667,49.0,169.5
2015-05-05,0.304167,0.008,12.013636,0.036706,21.0,8.5,-0.04375,47.0,169.0
2015-05-06,0.333333,0.008,13.042857,0.0445,21.0,9.1,-0.071429,53.0,169.0
2015-05-07,0.304762,0.008,9.490909,0.038588,21.0,10.1,-0.1,53.0,152.5
2015-05-08,0.37,0.008,12.566667,0.030353,21.0,9.3,-0.072727,51.0,136.0
2015-05-09,0.425,0.008,14.986364,0.026176,21.0,13.9,0.213043,60.0,167.0
2015-05-10,0.533333,0.005,13.486364,0.036059,29.0,13.6,-0.013636,59.0,172.0
2015-05-11,0.541667,0.005,18.463636,0.036882,29.0,14.1,-0.01,60.0,191.5
2015-05-12,0.341667,0.005,13.754545,0.042118,29.0,12.3,-0.075,57.0,180.5
2015-05-13,0.3,0.005,12.33913,0.041765,29.0,12.2,-0.08,57.0,175.0
2015-05-14,0.304167,0.005,16.773913,0.031176,29.0,6.2,0.0125,35.0,158.5
2015-05-15,0.366667,0.005,14.236364,0.032059,29.0,6.5,-0.066667,44.0,158.5
2015-05-16,0.35,0.004,11.586957,0.036941,29.0,8.2,-0.09,46.0,175.0
2015-05-17,0.333333,0.004,8.582609,0.044882,18.0,9.7,-0.1,52.0,183.0
2015-05-18,0.3,0.004,11.834783,0.035529,18.0,6.8,-0.1,45.0,186.5
2015-05-19,0.341667,0.004,14.586364,0.034588,18.0,7.5,0.01,44.0,180.5
2015-05-20,0.370833,0.004,16.722727,0.037706,18.0,8.8,-0.044444,49.0,180.5
2015-05-21,0.304167,0.004,11.791304,0.037882,18.0,6.3,-0.014286,43.0,178.0
2015-05-22,0.3,0.002,9.286957,0.034294,18.0,5.3,-0.09375,37.0,172.5
2015-05-23,0.304167,0.002,9.66087,0.039647,13.0,5.9,-0.042857,42.0,178.0
2015-05-24,0.3,0.002,5.886364,0.042,13.0,8.5,-0.1,47.0,177.5
2015-05-25,0.3,0.002,8.630435,0.042,13.0,10.2,0.0,53.0,178.0
2015-05-27,0.3125,0.002,10.726316,0.037267,13.0,13.6,-0.1,59.0,183.0
2015-05-28,0.366667,0.0045000000000000005,16.247826,0.035471,33.0,12.5,0.006667,57.0,189.0
2015-05-29,0.433333,0.0045000000000000005,19.047826,0.038412,33.0,17.3,0.015385,67.0,197.0
2015-05-30,0.4625,0.0045000000000000005,15.969565,0.042412,33.0,21.7,0.025,75.0,200.0
2015-05-31,0.345833,0.0045000000000000005,8.973913,0.049882,33.0,15.9,-0.026667,87.0,189.0
2015-06-01,0.329167,0.0045000000000000005,13.521739,0.037647,33.0,13.6,0.005882,61.0,194.5
2015-06-02,0.3375,0.0045000000000000005,16.054545,0.028647,33.0,7.8,0.077273,43.0,200.0
2015-06-03,0.3,0.006500000000000001,12.13913,0.033118,23.0,8.0,-0.072727,44.0,197.0
2015-06-04,0.320833,0.006500000000000001,16.365217,0.030235,23.0,10.0,-0.019048,53.0,186.0
2015-06-05,0.3,0.006500000000000001,11.081818,0.035941,23.0,8.4,-0.016667,51.0,192.0
2015-06-06,0.3,0.006500000000000001,9.021739,0.035,23.0,7.1,-0.05,43.0,183.0
2015-06-08,0.5625,0.006500000000000001,24.972727,0.036294,23.0,13.0,-0.023529,71.0,225.0
2015-06-09,0.479167,0.0055,16.668182,0.032588,16.0,8.3,-0.021429,46.0,233.5
2015-06-10,0.358333,0.0055,12.226087,0.030059,16.0,10.4,-0.073684,53.0,197.5
2015-06-11,0.375,0.0055,13.909091,0.031353,16.0,9.2,-0.058824,51.0,203.0
2015-06-12,0.370833,0.0055,15.630435,0.026176,16.0,12.8,-0.058824,58.0,197.0
2015-06-13,0.35,0.0055,10.486957,0.030765,16.0,7.5,-0.073913,42.0,197.0
2015-06-14,0.370833,0.0055,8.995652,0.040353,16.0,10.1,-0.089474,53.0,211.0
2015-06-15,0.429167,0.010499999999999999,16.382609,0.031235,42.0,12.6,-0.05,58.0,211.5
2015-06-16,0.483333,0.010499999999999999,21.327273,0.039588,42.0,19.0,0.066667,69.0,211.0
2015-06-17,0.470833,0.010499999999999999,21.643478,0.048529,42.0,21.9,0.282609,97.0,211.5
2015-06-18,0.529167,0.010499999999999999,23.004545,0.034882,42.0,18.5,0.0,84.0,219.5
2015-06-19,0.65,0.010499999999999999,30.982609,0.037882,42.0,19.0,0.329167,112.0,211.0
2015-06-20,0.5125,0.010499999999999999,19.065217,0.044706,42.0,19.5,0.445833,112.0,233.0
2015-06-21,0.358333,0.013,10.631818,0.036941,40.0,19.1,0.058333,70.0,228.0
2015-06-22,0.458333,0.013,20.027273,0.034353,40.0,14.3,0.620833,61.0,225.0
2015-06-23,0.429167,0.013,20.65,0.035353,40.0,14.6,0.331818,66.0,230.5
2015-06-24,0.420833,0.013,23.686957,0.035235,40.0,17.7,0.45,67.0,227.5
2015-06-25,0.408333,0.013,18.481818,0.035471,40.0,17.1,0.304348,66.0,219.5
2015-06-26,0.4,0.013,14.995455,0.027471,40.0,12.2,-0.026087,57.0,206.0
2015-06-27,0.4,0.0195,19.240909,0.011647,38.0,10.1,0.266667,53.0,208.5
2015-06-28,0.483333,0.0195,18.113043,0.027471,38.0,10.7,0.516667,54.0,247.0
2015-06-29,0.433333,0.0195,22.254545,0.029706,38.0,11.4,0.6,59.0,264.0
2015-06-30,0.49375,0.0195,30.258333,0.02,38.0,11.8,0.4375,56.0,255.5
2015-07-01,0.489474,0.0195,22.25,0.024471,38.0,11.9,0.35,56.0,241.5
2015-07-02,0.404167,0.0195,15.6375,0.025647,38.0,8.8,0.181818,49.0,233.0
2015-07-03,0.354167,0.010499999999999999,13.583333,0.027176,24.0,10.6,0.133333,54.0,219.5
2015-07-04,0.3,0.010499999999999999,10.220833,0.027588,24.0,16.9,0.145833,66.0,216.5
2015-07-05,0.3,0.010499999999999999,7.5125,0.033588,24.0,17.7,0.020833,71.0,208.5
2015-07-06,0.354167,0.010499999999999999,10.604167,0.028588,24.0,10.0,-0.075,53.0,208.5
2015-07-07,0.4,0.010499999999999999,15.695833,0.030118,24.0,11.0,-0.0375,55.0,216.5
2015-07-08,0.333333,0.010499999999999999,13.091667,0.025765,24.0,7.8,-0.05,43.0,214.0
2015-07-09,0.316667,0.0095,11.291667,0.019059,13.0,9.1,0.004167,51.0,211.0
2015-07-10,0.291667,0.0095,12.075,0.020765,13.0,5.0,0.03913,28.0,205.5
2015-07-11,0.308333,0.0095,11.075,0.024235,13.0,4.6,0.033333,35.0,214.0
2015-07-12,0.341667,0.0095,11.983333,0.024,13.0,5.5,0.141667,36.0,219.5
2015-07-13,0.370833,0.0095,15.2125,0.025059,13.0,8.3,0.216667,46.0,233.5
2015-07-14,0.292857,0.0095,14.447059,0.025091,13.0,10.3,0.175,53.0,233.5
2015-07-15,0.20625,0.008,11.068421,0.033923,24.0,10.2,-0.004167,53.0,227.5
2015-07-16,0.279167,0.008,12.779167,0.035294,24.0,10.7,-0.022222,54.0,227.5
2015-07-17,0.345833,0.008,14.670833,0.034471,24.0,10.0,-0.020833,55.0,222.0
2015-07-18,0.4375,0.008,21.158333,0.016059,24.0,11.7,-0.029167,56.0,244.5
2015-07-19,0.408333,0.008,9.741667,0.022294,24.0,9.9,-0.045833,52.0,277.5
2015-07-20,0.358333,0.008,11.225,0.014765,24.0,6.4,-0.045833,36.0,252.5
2015-07-21,0.458333,0.0085,9.708333,0.015882,17.0,5.1,-0.0625,28.0,239.0
2015-07-22,0.333333,0.0085,8.375,0.018235,17.0,3.3,-0.070833,26.0,236.0
2015-07-23,0.358333,0.0085,13.195833,0.023765,17.0,1.9,-0.021739,42.0,239.0
2015-07-24,0.391667,0.0085,14.945833,0.019941,17.0,9.3,0.008333,51.0,244.0
2015-07-25,0.429167,0.0085,16.7875,0.031294,17.0,11.1,0.2125,55.0,250.0
2015-07-26,0.283333,0.0085,10.575,0.024941,17.0,10.4,0.1375,53.0,244.0
2015-07-27,0.233333,0.003,11.920833,0.028529,32.0,10.9,-0.008333,54.0,236.0
2015-07-28,0.325,0.003,16.166667,0.035706,32.0,14.3,0.0375,61.0,241.5
2015-07-29,0.366667,0.003,14.386957,0.036353,32.0,13.2,-0.008696,61.0,230.5
2015-07-30,0.370833,0.003,15.145833,0.03,32.0,13.7,0.0125,60.0,241.5
2015-07-31,0.375,0.003,17.241667,0.029588,32.0,14.9,0.004167,62.0,241.5
2015-08-01,0.366667,0.003,10.641667,0.030235,32.0,13.4,-0.045833,59.0,238.5
2015-08-02,0.391667,0.009000000000000001,11.429167,0.030353,36.0,13.1,0.033333,58.0,239.0
2015-08-03,0.354167,0.009000000000000001,18.4375,0.024294,36.0,14.7,0.241667,61.0,241.5
2015-08-04,0.4,0.009000000000000001,21.245,0.016615,36.0,12.8,0.329167,58.0,252.5
2015-08-05,0.408333,0.009000000000000001,23.679167,0.022412,36.0,10.9,0.3625,54.0,252.5
2015-08-08,0.25,0.005,9.045833,0.034412,21.0,10.2,-0.025,53.0,227.5
2015-08-09,0.283333,0.005,10.033333,0.033529,21.0,10.7,-0.020833,54.0,214.0
2015-08-10,0.2875,0.005,12.2875,0.033,21.0,9.0,-0.0625,50.0,214.0
2015-08-12,0.416667,0.005,22.229167,0.020765,21.0,9.2,0.095833,51.0,233.0
2015-08-13,0.5375,0.005,29.358333,0.020294,21.0,11.9,0.325,56.0,264.0
2015-08-14,0.479167,0.0075,28.25,0.021765,34.0,11.6,0.317391,56.0,264.0
2015-08-15,0.495833,0.0075,26.058333,0.036824,34.0,14.1,0.395833,108.0,286.5
2015-08-16,0.4625,0.0075,21.4875,0.040176,34.0,15.3,0.283333,84.0,275.0
2015-08-17,0.308333,0.0075,13.583333,0.029294,34.0,17.9,-0.008333,67.0,258.5
2015-08-18,0.366667,0.0075,14.320833,0.032588,34.0,16.8,0.020833,65.0,250.0
2015-08-19,0.366667,0.0075,13.595833,0.040235,34.0,15.7,-0.0125,63.0,236.0
2015-08-20,0.358333,0.0035,13.379167,0.040529,31.0,15.6,-0.020833,63.0,233.0
2015-08-21,0.370833,0.0035,14.929167,0.037824,31.0,15.6,-0.0375,63.0,230.5
2015-08-22,0.4,0.0035,10.008333,0.039882,31.0,17.6,-0.066667,71.0,241.5
2015-08-23,0.383333,0.0035,12.145833,0.034294,31.0,12.6,0.020833,64.0,236.0
2015-08-24,0.5,0.0035,21.7375,0.027824,31.0,15.0,0.0625,62.0,250.0
2015-08-25,0.470833,0.0035,24.5375,0.021529,31.0,16.0,0.033333,64.0,261.5
2015-08-26,0.7,0.01,24.883333,0.041471,37.0,19.6,0.316667,74.0,280.5
2015-08-27,0.533333,0.01,28.65,0.031412,37.0,18.0,0.320833,68.0,278.0
2015-08-28,0.5,0.01,28.958333,0.033882,37.0,15.0,0.341667,77.0,294.5
2015-08-29,0.391667,0.01,20.3,0.025529,37.0,11.7,0.2875,56.0,286.0
2015-08-30,0.24375,0.01,10.989474,0.024154,37.0,9.5,0.170833,52.0,269.5
2015-08-31,0.308333,0.01,14.8625,0.032353,37.0,13.4,0.041667,59.0,250.0
2015-09-01,0.279167,0.006,11.809091,0.031647,22.0,11.7,-0.020833,56.0,244.5
2015-09-02,0.258333,0.006,11.508696,0.034588,22.0,9.5,0.175,52.0,233.0
2015-09-03,0.279167,0.006,12.178261,0.032529,22.0,8.9,-0.020833,49.0,228.0
2015-09-04,0.241667,0.006,13.385,0.033471,22.0,8.5,-0.020833,47.0,225.0
2015-09-05,0.316667,0.006,13.16087,0.035294,22.0,11.1,-0.020833,64.0,238.5
2015-09-06,0.420833,0.006,14.630435,0.044588,22.0,13.0,0.025,90.0,250.0
2015-09-07,0.383333,0.01,16.691304,0.033412,44.0,11.4,0.1,64.0,272.0
2015-09-08,0.454167,0.01,25.975,0.020125,44.0,9.5,0.5375,52.0,294.5
2015-09-09,0.486957,0.01,27.478261,0.022882,44.0,12.3,0.266667,58.0,313.5
2015-09-10,0.404167,0.01,22.086957,0.033471,44.0,11.7,0.1125,56.0,306.0
2015-09-11,0.45,0.01,26.147826,0.024353,44.0,10.9,0.195652,54.0,297.0
2015-09-12,0.529167,0.01,25.426087,0.022647,44.0,10.2,0.2125,53.0,283.0
2015-09-13,0.341667,0.0025,11.969565,0.028118,9.0,9.0,0.091667,50.0,275.0
2015-09-14,0.3,0.0025,10.965217,0.015,9.0,7.5,-0.025,42.0,253.0
2015-09-15,0.3,0.0025,8.109091,0.019941,9.0,4.0,-0.045833,22.0,230.5
2015-09-16,0.325,0.0025,13.354545,0.024412,9.0,6.1,0.020833,34.0,222.5
2015-09-17,0.341667,0.0025,17.093333,0.0195,9.0,7.1,0.05,39.0,230.5
2015-09-18,0.466667,0.0025,24.813043,0.031294,9.0,11.3,0.069565,55.0,244.5
2015-09-19,0.641667,0.011,28.243478,0.040824,35.0,12.8,0.120833,105.0,263.5
2015-09-20,0.466667,0.011,21.582609,0.037529,35.0,11.2,0.079167,105.0,289.0
2015-09-21,0.445833,0.011,21.404348,0.024824,35.0,13.1,0.0875,58.0,261.0
2015-09-22,0.383333,0.011,15.572727,0.030529,35.0,15.2,-0.004167,62.0,250.0
2015-09-23,0.466667,0.011,20.634783,0.030235,35.0,14.7,0.216667,61.0,250.0
2015-09-24,0.679167,0.011,31.109091,0.03,35.0,16.6,0.641667,80.0,266.5
2015-09-25,0.570833,0.008,25.721739,0.032824,32.0,16.5,0.241667,67.0,272.5
2015-09-26,0.608333,0.008,24.252174,0.028176,32.0,15.3,0.175,63.0,272.0
2015-09-27,0.5625,0.008,18.672727,0.037118,32.0,15.4,0.3,93.0,258.0
2015-09-28,0.516667,0.008,23.678261,0.022765,32.0,14.2,0.279167,61.0,255.5
2015-09-29,0.475,0.008,24.281818,0.021235,32.0,11.0,0.208333,55.0,242.0
2015-09-30,0.55,0.008,31.66087,0.023647,32.0,13.9,0.3375,60.0,253.0
2015-10-01,0.475,0.0085,22.873913,0.024176,27.0,11.2,0.3625,55.0,256.0
2015-10-02,0.358333,0.0085,17.330435,0.024765,27.0,7.5,0.052174,42.0,244.5
2015-10-03,0.395833,0.0085,16.908696,0.037529,27.0,10.5,0.116667,54.0,236.0
2015-10-04,0.220833,0.0085,8.113043,0.035471,27.0,6.1,-0.033333,44.0,197.5
2015-10-05,0.308333,0.0085,19.913043,0.018118,27.0,6.6,-0.0375,37.0,205.5
2015-10-07,0.504167,0.0125,24.317391,0.028471,34.0,11.2,0.1,55.0,233.5
2015-10-08,0.725,0.0125,36.169565,0.024176,34.0,15.6,0.220833,63.0,250.0
2015-10-09,0.745833,0.0125,39.46087,0.024706,34.0,13.5,0.334783,59.0,289.0
2015-10-10,0.533333,0.0125,23.152174,0.034588,34.0,7.5,0.141667,64.0,300.0
2015-10-11,0.4,0.0125,22.865217,0.040706,34.0,7.9,0.083333,90.0,305.5
2015-10-12,0.445833,0.0125,28.017391,0.033176,34.0,10.7,0.233333,71.0,283.5
2015-10-13,0.3875,0.007,18.172727,0.023412,16.0,8.7,0.090909,50.0,283.0
2015-10-14,0.533333,0.007,22.445455,0.016471,16.0,9.6,0.036842,52.0,261.0
2015-10-15,0.370833,0.007,10.6,0.021941,16.0,7.5,-0.005263,42.0,247.0
2015-10-17,0.379167,0.007,8.608696,0.035647,16.0,7.5,-0.058333,42.0,242.0
2015-10-18,0.304167,0.007,8.017391,0.027471,16.0,6.8,-0.0875,38.0,230.5
2015-10-19,0.416667,0.014499999999999999,19.952174,0.015588,27.0,9.3,0.0125,51.0,222.0
2015-10-20,0.483333,0.014499999999999999,24.918182,0.018529,27.0,8.6,0.0875,48.0,217.0
2015-10-21,0.533333,0.014499999999999999,29.43913,0.019294,27.0,9.8,0.116667,53.0,230.5
2015-10-22,0.491667,0.014499999999999999,22.591304,0.022706,27.0,11.3,0.095833,55.0,225.0
2015-10-23,0.575,0.014499999999999999,26.504348,0.020529,27.0,13.0,0.034783,58.0,217.0
2015-10-24,0.5875,0.014499999999999999,27.621739,0.027706,27.0,8.6,0.079167,49.0,247.0
2015-10-25,0.579167,0.019999999999999997,30.221739,0.021765,43.0,9.4,0.191667,52.0,244.5
2015-10-26,0.65,0.019999999999999997,33.086957,0.030941,43.0,12.4,0.216667,71.0,236.0
2015-10-27,0.783333,0.019999999999999997,45.427273,0.018529,43.0,16.4,0.375,65.0,219.5
2015-10-28,0.829167,0.019999999999999997,35.926087,0.026706,43.0,14.6,0.308333,61.0,228.0
2015-10-29,0.241667,0.019999999999999997,7.804348,0.038235,43.0,3.6,-0.05,41.0,241.5
2015-10-30,0.470833,0.019999999999999997,35.608696,0.014118,29.0,7.1,0.345833,52.0,241.5
2015-10-31,0.733333,0.01,35.695652,0.023529,29.0,10.4,0.358333,53.0,236.5
2015-11-01,0.675,0.01,26.145455,0.034529,29.0,13.4,0.225,74.0,225.0
2015-11-02,0.45,0.01,17.204348,0.026588,29.0,8.0,-0.016667,46.0,194.5
2015-11-03,0.304167,0.01,18.231818,0.022941,29.0,3.6,-0.0375,32.0,164.0
2015-11-04,0.379167,0.01,22.213043,0.020118,29.0,5.4,0.034783,34.0,153.0
2015-11-05,0.454167,0.01,28.721739,0.017706,20.0,5.8,0.083333,42.0,158.5
2015-11-06,0.616667,0.011,35.013043,0.013824,20.0,10.1,0.454167,53.0,178.0
2015-11-07,0.741667,0.011,30.117391,0.019588,20.0,8.4,0.254167,47.0,183.5
2015-11-08,0.633333,0.011,25.33913,0.025471,20.0,9.2,0.154167,51.0,183.5
2015-11-09,0.5375,0.011,24.678261,0.021941,20.0,9.1,0.05,51.0,164.0
2015-11-10,0.458333,0.011,20.281818,0.027059,20.0,5.8,0.3625,38.0,150.0
2015-11-11,0.5375,0.011,29.995652,0.017824,20.0,6.3,0.079167,44.0,155.5
2015-11-12,0.716667,0.0155,38.347826,0.015882,27.0,7.9,0.226087,54.0,178.0
2015-11-13,0.9375,0.0155,40.478261,0.012882,27.0,10.0,0.458333,53.0,189.0
2015-11-14,0.933333,0.0155,36.53913,0.019059,27.0,11.0,0.433333,55.0,181.0
2015-11-15,0.729167,0.0155,20.06087,0.036824,27.0,9.1,0.1375,51.0,156.0
2015-11-16,0.208333,0.0155,7.343478,0.028824,27.0,1.9,-0.054167,35.0,136.0
2015-11-17,0.658824,0.0155,37.4,0.004909,27.0,9.2,0.095,51.0,147.0
2015-11-18,0.991667,0.0205,45.291304,0.007353,38.0,14.4,0.713043,61.0,166.5
2015-11-19,0.845833,0.0205,42.0,0.011882,38.0,10.0,0.475,53.0,203.0
2015-11-20,1.105882,0.0205,54.745,0.003769,38.0,13.1,0.631818,73.0,211.0
2015-11-21,0.9375,0.0205,32.956522,0.016412,38.0,8.8,0.275,53.0,222.5
2015-11-22,0.5875,0.0205,27.391304,0.017706,38.0,6.1,0.116667,45.0,222.0
2015-11-23,0.641667,0.0205,39.069565,0.012824,38.0,7.3,0.35,49.0,200.0
2015-11-24,0.741667,0.006500000000000001,27.259091,0.024588,16.0,11.7,0.225,56.0,161.0
2015-11-25,0.3375,0.006500000000000001,19.418182,0.020765,16.0,6.5,-0.054167,36.0,136.0
2015-11-26,0.395833,0.006500000000000001,17.795652,0.022118,16.0,9.0,0.004167,50.0,133.5
2015-11-27,0.3375,0.006500000000000001,16.521739,0.019412,16.0,6.3,-0.004167,36.0,139.0
2015-11-28,0.470833,0.006500000000000001,24.191304,0.015588,16.0,7.6,0.054167,42.0,128.0
2015-11-29,0.5125,0.006500000000000001,22.152174,0.019294,16.0,8.4,0.066667,47.0,147.0
2015-11-30,0.5875,0.014,32.213636,0.012824,21.0,7.7,0.120833,45.0,133.5
2015-12-01,0.783333,0.014,39.381818,0.010588,21.0,10.7,0.341667,54.0,152.5
2015-12-02,0.65,0.014,37.6,0.012176,21.0,5.9,0.173913,46.0,178.0
2015-12-03,0.691667,0.014,39.778261,0.006529,21.0,8.2,0.3875,50.0,188.5
2015-12-04,0.85,0.014,39.382609,0.005235,21.0,15.2,0.5125,62.0,150.0
2015-12-05,0.570833,0.014,28.204348,0.017294,21.0,6.5,0.079167,37.0,172.0
2015-12-06,0.554167,0.024,28.352174,0.014882,38.0,7.7,0.116667,44.0,194.5
2015-12-07,0.783333,0.024,41.521739,0.008647,38.0,8.4,0.295833,47.0,200.0
2015-12-08,1.054167,0.024,48.622727,0.006471,38.0,12.4,0.713043,60.0,202.5
2015-12-09,1.3875,0.024,58.369565,0.003529,38.0,29.7,1.083333,89.0,183.5
2015-12-10,1.141667,0.015,29.956522,0.021294,38.0,23.4,0.3625,78.0,155.5
2015-12-11,0.308333,0.015,12.056522,0.035235,38.0,5.6,-0.045833,36.0,147.0
2015-12-12,0.308333,0.015,14.930435,0.021529,6.0,5.0,-0.033333,32.0,153.0
2015-12-13,0.458333,0.0085,16.531818,0.033176,6.0,6.5,0.05,36.0,136.0
2015-12-14,0.2,0.0085,6.127273,0.031235,6.0,2.7,-0.079167,34.0,116.5
2015-12-15,0.529167,0.0085,29.554545,0.011647,6.0,7.4,0.216667,42.0,108.5
2015-12-16,0.745833,0.0085,33.021739,0.010118,6.0,8.5,0.365217,47.0,102.5
2015-12-17,0.795833,0.0085,34.6,0.009059,6.0,11.0,0.345833,55.0,122.5
2015-12-18,0.775,0.0085,35.46087,0.009118,13.0,10.5,0.375,54.0,152.5
2015-12-19,0.870833,0.0085,25.26087,0.018412,13.0,13.1,0.870833,58.0,127.5
2015-12-20,0.408333,0.0085,18.582609,0.015588,13.0,9.9,0.020833,52.0,114.0
2015-12-21,0.575,0.0085,27.627273,0.011176,13.0,14.4,0.325,61.0,117.0
2015-12-22,0.433333,0.0085,23.663636,0.003118,13.0,11.3,0.052632,55.0,144.5
2015-12-23,0.595833,0.0085,21.443478,0.017824,13.0,9.2,0.066667,51.0,152.5
2015-12-24,0.4,0.008,21.778261,0.017353,13.0,7.4,-0.005556,41.0,125.0
2015-12-25,0.325,0.008,5.082609,0.037059,13.0,3.1,-0.075,36.0,108.5
2015-12-26,0.333333,0.008,16.773913,0.013706,13.0,5.4,0.220833,40.0,111.5
2015-12-27,0.65,0.008,24.36087,0.016235,13.0,8.8,0.195833,49.0,91.5
2015-12-28,0.616667,0.008,27.452174,0.018059,13.0,8.9,0.222222,49.0,86.0
2015-12-29,0.541667,0.008,30.486364,0.010706,13.0,11.9,0.329167,56.0,105.5
2015-12-30,0.754167,0.012,33.716667,0.010941,17.0,17.7,0.294118,67.0,108.5
2015-12-31,0.7,0.012,32.165217,0.017083,17.0,15.6,0.3,63.0,116.5
2016-01-01,0.422222,0.012,22.969565,0.019824,17.0,11.7,0.091667,56.0,119.5
2016-01-02,0.520833,0.012,28.986957,0.012941,17.0,12.6,0.191667,58.0,133.0
2016-01-03,0.8375,0.012,28.991304,0.018765,17.0,19.0,0.3375,69.0,117.0
2016-01-04,0.483333,0.012,26.713043,0.016882,17.0,10.9,0.108333,54.0,167.0
2016-01-05,0.461538,0.002,24.61875,0.0147,7.0,7.8,-0.0375,43.0,122.0
2016-01-06,0.341667,0.002,21.856522,0.017765,7.0,5.4,-0.041667,37.0,111.0
2016-01-07,0.326667,0.002,19.416667,0.023154,7.0,3.4,-0.054167,33.0,111.0
2016-01-08,0.433333,0.002,22.765217,0.013353,7.0,7.0,0.054167,39.0,117.0
2016-01-09,0.616667,0.002,21.382609,0.023294,7.0,10.8,0.108333,54.0,117.0
2016-01-10,0.316667,0.002,16.517391,0.018176,7.0,15.6,0.0125,63.0,136.5
2016-01-11,0.675,0.0095,28.952174,0.009706,22.0,16.6,0.133333,65.0,130.5
2016-01-12,0.6875,0.0095,31.913636,0.012824,22.0,6.6,0.1875,42.0,144.5
2016-01-13,0.745833,0.0095,31.404545,0.008471,22.0,10.4,0.275,53.0,125.0
2016-01-14,0.558333,0.0095,25.609091,0.012765,22.0,18.3,0.0875,68.0,141.5
2016-01-15,0.55,0.0095,25.613636,0.013294,22.0,17.7,0.079167,67.0,141.5
2016-01-16,0.433333,0.0095,20.481818,0.016882,22.0,17.9,-0.0125,67.0,158.0
2016-01-17,0.620833,0.0055,21.75,0.017529,18.0,27.3,0.033333,85.0,147.0
