date_local,Carbon monoxide,Lead (TSP) LC,Nitrogen dioxide (NO2),Ozone,PM10 Total 0-10um STP,PM2.5 - Local Conditions,Sulfur dioxide,daily_max_aqi,daily_avg_temp
2019-05-03,0.366667,0.007,13.325,0.038941,37.0,16.4,0.145833,65.0,180.5
2019-05-04,0.3,0.007,8.254167,0.042706,37.0,16.7,0.116667,65.0,189.0
2019-05-05,0.2,0.007,5.4375,0.037353,37.0,11.0,0.079167,55.0,183.0
2019-05-06,0.229167,0.007,6.7375,0.030882,37.0,4.7,0.079167,33.0,172.5
2019-05-07,0.229167,0.0045000000000000005,10.233333,0.025294,18.0,4.1,0.133333,26.0,166.5
2019-05-08,0.225,0.0045000000000000005,9.65,0.025588,18.0,4.7,0.120833,28.0,166.5
2019-05-09,0.283333,0.0045000000000000005,14.075,0.023412,18.0,5.65,0.158333,32.0,172.5
2019-05-10,0.329167,0.0045000000000000005,16.879167,0.012235,18.0,4.7,0.145833,28.0,178.0
2019-05-11,0.441667,0.0045000000000000005,11.275,0.027529,18.0,5.7,0.191667,36.0,189.0
2019-05-12,0.270833,0.0045000000000000005,8.133333,0.036176,18.0,8.8,0.1125,49.0,200.0
2019-05-13,0.25,0.004,9.979167,0.034882,24.0,11.0,0.05,55.0,192.0
2019-05-14,0.308333,0.004,11.383333,0.037059,24.0,15.9,0.0625,64.0,192.0
2019-05-15,0.270833,0.004,10.816667,0.021471,24.0,10.75,0.083333,54.0,178.0
2019-05-16,0.2,0.004,10.441667,0.027765,24.0,6.7,0.058333,37.0,169.0
2019-05-17,0.283333,0.004,12.6875,0.029059,24.0,8.5,0.133333,47.0,172.0
2019-05-18,0.270833,0.004,10.845833,0.037941,24.0,9.8,0.191667,52.0,177.5
2019-05-19,0.2,0.0045000000000000005,4.195833,0.038765,27.0,4.4,0.016667,39.0,147.0
2019-05-20,0.220833,0.0045000000000000005,6.633333,0.036706,27.0,5.0,0.070833,39.0,164.0
2019-05-21,0.2,0.0045000000000000005,9.108333,0.028118,27.0,7.449999999999999,0.1375,42.0,169.0
2019-05-22,0.229167,0.0045000000000000005,13.129167,0.027059,27.0,7.2,0.129167,40.0,166.5
2019-05-24,0.35,0.0045000000000000005,12.618182,0.024412,27.0,7.8,0.186667,43.0,167.0
2019-05-25,0.295833,0.002,10.904167,0.031235,13.0,8.7,0.179167,48.0,175.0
2019-05-26,0.2,0.002,5.145833,0.03,13.0,5.4,0.095833,35.0,142.0
2019-05-27,0.245833,0.002,7.570833,0.025824,13.0,5.65,0.120833,37.0,147.0
2019-05-28,0.329167,0.002,14.945833,0.022294,13.0,8.3,0.233333,46.0,172.5
2019-05-29,0.370833,0.002,16.763636,0.028471,13.0,11.1,0.275,55.0,194.5
2019-05-30,0.333333,0.002,16.05,0.031294,13.0,19.6,0.1875,71.0,197.0
2019-05-31,0.295833,0.0025,13.520833,0.035471,13.0,18.9,0.108333,69.0,186.0
2019-06-01,0.2,0.0025,7.545833,0.034588,13.0,8.7,0.0875,48.0,177.5
2019-06-02,0.2,0.0025,5.933333,0.033471,13.0,6.0,0.095833,34.0,175.0
2019-06-03,0.25,0.0025,9.879167,0.032647,13.0,9.3,0.108333,51.0,183.5
2019-06-04,0.304167,0.0025,12.920833,0.030941,13.0,16.0,0.1125,64.0,197.0
2019-06-05,0.3375,0.0025,15.15,0.033118,13.0,16.2,0.170833,64.0,205.5
2019-06-06,0.316667,0.0055,11.416667,0.036235,19.0,10.8,0.116667,54.0,205.5
2019-06-07,0.245833,0.0055,10.9625,0.035647,19.0,8.7,0.141667,48.0,194.5
2019-06-08,0.2625,0.0055,10.9875,0.036353,19.0,10.0,0.170833,53.0,216.5
2019-06-09,0.308333,0.0055,11.608333,0.034176,19.0,12.7,0.158333,58.0,225.0
2019-06-10,0.416667,0.0055,20.629167,0.032647,19.0,11.7,0.304167,71.0,252.5
2019-06-11,0.3875,0.0055,21.383333,0.037118,19.0,12.8,0.429167,84.0,252.5
2019-06-12,0.345833,0.0075,16.7375,0.034176,27.0,14.4,0.329167,61.0,219.5
2019-06-13,0.245833,0.0075,11.541667,0.034176,27.0,16.3,0.166667,64.0,197.5
2019-06-14,0.216667,0.0075,9.877273,0.031471,27.0,11.2,0.15,55.0,200.0
2019-06-15,0.2,0.0075,7.458333,0.037529,27.0,10.3,0.154167,53.0,208.5
2019-06-16,0.229167,0.0075,7.020833,0.033882,27.0,11.0,0.129167,55.0,200.0
2019-06-17,0.245833,0.0075,12.566667,0.028235,27.0,7.0,0.2125,39.0,200.0
2019-06-18,0.223529,0.006,11.24,0.034667,19.0,8.8,0.154167,49.0,197.0
2019-06-19,0.245833,0.006,8.7875,0.038529,19.0,8.7,0.1125,48.0,222.0
2019-06-20,0.229167,0.006,11.145833,0.028941,19.0,8.05,0.208333,46.0,205.5
2019-06-21,0.2,0.006,9.175,0.024824,19.0,3.1,0.133333,24.0,192.0
2019-06-22,0.2,0.006,5.416667,0.033294,19.0,5.8,0.108333,37.0,202.5
2019-06-23,0.2,0.006,4.85,0.033882,19.0,8.8,0.058333,49.0,208.5
2019-06-24,0.254167,0.0055,10.875,0.032412,17.0,11.7,0.079167,56.0,197.0
2019-06-25,0.241667,0.0055,11.8,0.028353,17.0,9.3,0.104167,51.0,197.5
2019-06-26,0.241667,0.0055,9.683333,0.033176,17.0,7.15,0.0875,40.0,197.5
2019-06-27,0.2625,0.0055,11.4,0.032882,17.0,9.4,0.133333,52.0,208.5
2019-06-28,0.283333,0.0055,12.9875,0.029706,17.0,10.2,0.141667,53.0,222.0
2019-06-29,0.3875,0.0055,15.629167,0.030588,17.0,10.7,0.354167,54.0,225.0
2019-06-30,0.375,0.007,13.975,0.031471,17.0,12.2,0.429167,57.0,236.0
2019-07-01,0.354167,0.007,17.104167,0.029471,17.0,13.0,0.533333,58.0,233.5
2019-07-02,0.266667,0.007,14.654167,0.034353,17.0,14.6,0.370833,62.0,230.5
2019-07-03,0.245833,0.007,10.329167,0.033882,21.0,14.3,0.2125,61.0,225.0
2019-07-04,0.2,0.007,5.8625,0.031941,21.0,23.5,0.225,78.0,208.5
2019-07-05,0.258333,0.007,10.475,0.033529,21.0,28.3,0.229167,87.0,211.5
2019-07-06,0.2375,0.006,8.770833,0.037765,21.0,15.6,0.170833,63.0,217.0
2019-07-07,0.2,0.006,5.895833,0.037824,21.0,11.4,0.133333,55.0,211.0
2019-07-08,0.2,0.006,8.6125,0.034706,21.0,10.3,0.170833,53.0,211.0
2019-07-09,0.25,0.006,9.3375,0.033471,21.0,11.6,0.204167,56.0,219.5
2019-07-10,0.291667,0.006,11.866667,0.028588,21.0,12.3,0.295833,57.0,216.5
2019-07-11,0.4125,0.006,19.570833,0.026765,21.0,14.1,0.645833,60.0,233.0
2019-07-12,0.3875,0.006500000000000001,19.258333,0.027353,21.0,14.1,0.591667,60.0,239.0
2019-07-13,0.395833,0.006500000000000001,16.345833,0.037588,21.0,17.4,0.5875,67.0,238.5
2019-07-14,0.266667,0.006500000000000001,8.991667,0.033,21.0,16.0,0.183333,64.0,230.5
2019-07-15,0.4375,0.006500000000000001,19.5875,0.026118,21.0,16.6,0.35,65.0,230.5
2019-07-16,0.520833,0.006500000000000001,23.916667,0.031471,21.0,17.3,0.8375,66.0,238.5
2019-07-17,0.279167,0.006500000000000001,12.204167,0.027882,21.0,12.3,0.4,57.0,236.0
2019-07-18,0.258333,0.005,10.279167,0.027529,21.0,11.4,0.258333,55.0,230.5
2019-07-19,0.2375,0.005,9.65,0.026824,21.0,7.5,0.295833,42.0,228.0
2019-07-20,0.225,0.005,7.420833,0.028765,21.0,8.85,0.2125,50.0,225.0
2019-07-21,0.221429,0.005,6.458824,0.021167,21.0,7.6,0.258333,42.0,225.0
2019-07-22,0.358333,0.005,14.3875,0.031471,21.0,11.7,0.545833,56.0,236.0
2019-07-23,0.395833,0.005,17.491667,0.030059,21.0,10.4,0.5125,53.0,269.5
2019-07-24,0.425,0.0085,18.666667,0.029059,21.0,11.3,0.604167,55.0,283.5
2019-07-25,0.445833,0.0085,23.283333,0.029,21.0,14.8,0.779167,62.0,280.5
2019-07-26,0.3875,0.0085,20.383333,0.027353,21.0,15.45,0.783333,64.0,267.0
2019-07-27,0.445833,0.0085,17.704167,0.032529,21.0,13.0,0.816667,58.0,264.0
2019-07-28,0.325,0.0085,12.329167,0.027118,21.0,13.3,0.520833,59.0,247.0
2019-07-29,0.320833,0.0085,15.55,0.029706,21.0,15.1,0.3375,62.0,236.0
2019-07-30,0.3,0.0115,11.875,0.033529,22.0,14.1,0.304167,60.0,241.5
2019-07-31,0.3,0.0115,8.911111,0.026154,22.0,14.2,0.245833,61.0,238.5
2019-08-01,0.370833,0.0115,16.375,0.025882,22.0,11.649999999999999,0.4375,56.0,236.0
2019-08-02,0.441667,0.0115,19.608333,0.027294,22.0,11.2,0.5125,55.0,239.0
2019-08-03,0.445833,0.0115,18.695833,0.030235,22.0,12.8,0.566667,58.0,247.5
2019-08-04,0.366667,0.0115,13.095833,0.032471,22.0,10.5,0.45,54.0,244.5
2019-08-05,0.408333,0.020499999999999997,13.475,0.028941,22.0,10.4,0.3375,53.0,236.0
2019-08-06,0.3375,0.020499999999999997,15.758333,0.031235,22.0,12.7,0.4,58.0,252.5
2019-08-07,0.333333,0.020499999999999997,13.541667,0.031412,22.0,13.1,0.341667,58.0,233.0
2019-08-08,0.35,0.020499999999999997,15.0875,0.027353,22.0,13.4,0.2625,59.0,222.5
2019-08-09,0.4125,0.020499999999999997,19.420833,0.031412,22.0,12.8,0.404167,58.0,230.5
2019-08-10,0.370833,0.020499999999999997,15.033333,0.024471,22.0,9.3,0.604167,51.0,230.5
2019-08-11,0.2625,0.0175,9.020833,0.024471,22.0,7.4,0.295833,41.0,236.0
2019-08-12,0.3,0.0175,13.266667,0.029588,22.0,10.4,0.3,53.0,233.5
2019-08-13,0.3,0.0175,13.482353,0.022917,22.0,14.0,0.291667,60.0,233.0
2019-08-14,0.404167,0.0175,14.65,0.037412,22.0,12.0,0.245833,56.0,227.5
2019-08-15,0.366667,0.0175,15.875,0.030471,22.0,11.4,0.283333,55.0,222.5
2019-08-16,0.2875,0.0175,14.683333,0.028706,22.0,12.2,0.3625,57.0,222.0
2019-08-17,0.2,0.01,7.895833,0.030176,22.0,7.1,0.270833,40.0,233.0
2019-08-18,0.2,0.01,6.433333,0.029471,22.0,6.7,0.233333,38.0,225.0
2019-08-19,0.2375,0.01,14.1875,0.025412,22.0,10.5,0.258333,54.0,230.5
2019-08-20,0.375,0.01,21.254167,0.025471,22.0,10.2,0.641667,53.0,241.5
2019-08-21,0.395833,0.01,24.958333,0.031471,22.0,11.7,0.795833,56.0,247.0
2019-08-22,0.25,0.01,18.595455,0.026588,22.0,12.9,0.570833,58.0,241.5
2019-08-23,0.24375,0.0055,12.494737,0.0225,21.0,11.5,0.395833,55.0,236.0
2019-08-24,0.395833,0.0055,14.291667,0.033765,21.0,10.7,0.4125,54.0,252.5
2019-08-25,0.354167,0.0055,14.095833,0.028059,21.0,9.600000000000001,0.470833,52.0,258.5
2019-08-26,0.5,0.0055,20.945833,0.027294,21.0,10.8,0.683333,54.0,269.5
2019-08-27,0.423529,0.0055,16.675,0.027786,21.0,10.3,0.641667,53.0,264.0
2019-08-28,0.3,0.0055,12.833333,0.028133,21.0,11.9,0.4625,56.0,255.5
2019-08-30,0.454167,0.008,21.995833,0.027529,32.0,12.2,0.833333,57.0,269.5
2019-08-31,0.479167,0.008,18.058333,0.032176,32.0,12.95,0.775,61.0,261.5
2019-09-01,0.441667,0.008,16.720833,0.030235,32.0,13.7,0.5875,60.0,247.0
2019-09-02,0.375,0.008,13.9875,0.029176,32.0,11.6,0.425,56.0,289.0
2019-09-03,0.429167,0.008,18.218182,0.023412,32.0,10.7,0.472727,54.0,277.5
2019-09-04,0.504167,0.007,20.8125,0.026765,30.0,10.4,0.55,53.0,286.0
2019-09-05,0.491667,0.007,20.2,0.025294,30.0,11.2,0.579167,55.0,286.0
2019-09-06,0.45,0.007,19.633333,0.027059,30.0,10.55,0.616667,54.0,283.5
2019-09-07,0.416667,0.007,17.308333,0.025706,30.0,9.7,0.720833,52.0,255.5
2019-09-08,0.3,0.007,12.4875,0.021,30.0,9.5,0.479167,52.0,227.5
2019-09-09,0.416667,0.007,14.7875,0.030882,30.0,11.6,0.3875,56.0,233.5
2019-09-10,0.204167,0.0075,9.216667,0.028118,34.0,10.5,0.236842,54.0,230.5
2019-09-11,0.333333,0.0075,15.3875,0.027824,34.0,11.5,0.316667,55.0,239.0
2019-09-12,0.5125,0.0075,20.879167,0.023235,34.0,12.649999999999999,0.383333,58.0,241.5
2019-09-13,0.558333,0.0075,24.029167,0.029176,34.0,11.9,0.4375,64.0,261.0
2019-09-14,0.6,0.0075,22.091667,0.039706,34.0,13.7,0.6,108.0,280.5
2019-09-15,0.616667,0.0075,19.595833,0.029353,34.0,16.6,0.466667,65.0,250.0
2019-09-16,0.416667,0.005,17.845833,0.026882,28.0,13.3,0.433333,59.0,238.5
2019-09-17,0.383333,0.005,17.670833,0.025706,28.0,10.0,0.4375,53.0,241.5
2019-09-18,0.435,0.005,17.985714,0.021615,28.0,10.0,0.433333,53.0,238.5
2019-09-19,0.270833,0.005,12.545833,0.022647,28.0,8.1,0.308333,45.0,236.0
2019-09-20,0.383333,0.005,16.745833,0.024235,28.0,9.5,0.354167,52.0,230.5
2019-09-21,0.470833,0.005,18.55,0.033294,28.0,11.9,0.45,74.0,244.5
2019-09-22,0.541667,0.0135,20.2,0.038588,39.0,13.3,0.475,71.0,269.0
2019-09-23,0.4625,0.0135,17.629167,0.027176,39.0,13.3,0.2875,59.0,241.5
2019-09-24,0.544444,0.0135,24.090476,0.015917,39.0,13.55,0.366667,59.0,238.5
2019-09-25,0.379167,0.0135,16.6,0.035588,39.0,11.3,0.366667,55.0,253.0
2019-09-26,0.2,0.0135,10.1375,0.025118,39.0,9.4,0.229167,52.0,236.0
2019-09-27,0.2,0.0135,7.370833,0.023176,39.0,7.4,0.179167,41.0,228.0
2019-09-28,0.2,0.006,10.525,0.024294,25.0,4.6,0.2125,26.0,200.0
2019-09-29,0.254167,0.006,9.179167,0.023824,25.0,7.2,0.25,40.0,200.0
2019-09-30,0.445833,0.006,18.433333,0.019941,25.0,8.5,0.341667,47.0,191.5
2019-10-01,0.475,0.006,18.3375,0.027118,25.0,9.5,0.341667,52.0,197.0
2019-10-02,0.491667,0.006,23.179167,0.031118,25.0,10.2,0.483333,53.0,214.0
2019-10-03,0.595833,0.006,26.4375,0.032412,25.0,12.0,0.804167,56.0,205.5
2019-10-04,0.594118,0.009,23.75,0.017636,36.0,10.9,0.766667,54.0,205.5
2019-10-05,0.579167,0.009,25.320833,0.037824,36.0,13.2,0.708333,84.0,219.5
2019-10-06,0.595833,0.009,24.933333,0.044647,36.0,14.55,0.725,133.0,230.5
2019-10-07,0.583333,0.009,28.991667,0.028412,36.0,13.0,0.6875,58.0,225.0
2019-10-08,0.575,0.009,25.458333,0.029941,36.0,12.8,0.879167,58.0,214.0
2019-10-09,0.275,0.009,13.691667,0.037647,36.0,13.2,0.579167,59.0,208.5
2019-10-10,0.255556,0.010499999999999999,20.27619,0.016091,43.0,12.5,0.585714,57.0,233.0
2019-10-11,0.566667,0.010499999999999999,29.833333,0.023118,43.0,10.4,0.725,53.0,228.0
2019-10-12,0.620833,0.010499999999999999,25.558333,0.035647,43.0,19.6,0.770833,80.0,228.0
2019-10-13,0.616667,0.010499999999999999,22.054167,0.029294,43.0,16.0,0.6875,64.0,197.5
2019-10-14,0.379167,0.010499999999999999,17.941667,0.029471,43.0,13.7,0.5125,60.0,205.5
2019-10-15,0.5875,0.010499999999999999,29.183333,0.021941,43.0,15.1,0.65,62.0,219.5
2019-10-16,0.6,0.0075,33.1125,0.023706,36.0,12.4,0.733333,57.0,258.5
2019-10-17,0.379167,0.0075,20.033333,0.031941,36.0,13.8,0.616667,60.0,219.5
2019-10-18,0.3875,0.0075,21.283333,0.018176,36.0,10.649999999999999,0.545833,54.0,208.5
2019-10-19,0.604167,0.0075,23.366667,0.024412,36.0,11.2,0.704167,55.0,211.5
2019-10-20,0.470833,0.0075,22.320833,0.022412,36.0,9.6,0.641667,52.0,239.0
2019-10-21,0.45,0.0075,27.004167,0.021588,36.0,7.0,0.558333,46.0,263.5
2019-10-22,0.65,0.0195,33.629167,0.021765,48.0,8.7,0.670833,48.0,269.5
2019-10-23,0.775,0.0195,41.9,0.022412,48.0,12.4,0.9125,66.0,258.5
2019-10-24,0.908333,0.0195,42.1875,0.018882,48.0,12.45,0.933333,57.0,269.5
2019-10-25,0.9375,0.0195,37.578947,0.006,48.0,9.3,0.852632,51.0,258.5
2019-10-26,0.595833,0.0195,26.1625,0.032,48.0,8.5,0.858333,47.0,247.5
2019-10-27,0.279167,0.0195,10.025,0.024529,48.0,12.1,0.408333,57.0,200.0
2019-10-28,0.508333,0.010499999999999999,27.0125,0.021882,57.0,14.9,0.658333,62.0,194.5
2019-10-29,0.575,0.010499999999999999,28.141667,0.017765,57.0,12.8,0.720833,58.0,175.0
2019-10-30,0.45,0.010499999999999999,23.879167,0.020824,57.0,9.8,0.445833,52.0,189.0
2019-10-31,0.520833,0.010499999999999999,29.35,0.017647,57.0,8.9,0.5875,49.0,189.0
2019-11-01,0.520833,0.010499999999999999,31.233333,0.015765,57.0,9.2,0.6375,51.0,214.0
2019-11-02,0.741667,0.010499999999999999,34.829167,0.017471,57.0,18.7,0.733333,69.0,214.0
2019-11-03,0.779167,0.011,33.358333,0.023353,43.0,18.8,0.670833,69.0,191.5
2019-11-04,0.808333,0.011,36.075,0.025235,43.0,17.3,0.658333,66.0,197.5
2019-11-05,0.854167,0.011,34.408333,0.023353,43.0,17.0,0.575,68.0,192.0
2019-11-06,0.816667,0.011,31.158333,0.020294,43.0,26.5,0.633333,83.0,178.0
2019-11-07,0.65,0.011,29.691667,0.020235,43.0,43.5,0.404167,121.0,197.5
2019-11-08,0.958333,0.011,40.029167,0.015,43.0,15.6,0.625,63.0,211.0
2019-11-09,0.733333,0.007,29.620833,0.016824,54.0,9.1,0.5375,51.0,239.0
2019-11-10,0.670833,0.007,21.433333,0.028941,54.0,22.4,0.458333,76.0,194.5
2019-11-11,0.416667,0.007,17.583333,0.026,54.0,31.45,0.291667,93.0,197.5
2019-11-12,0.720833,0.007,25.6875,0.024118,54.0,27.0,0.3625,84.0,200.0
2019-11-13,0.593333,0.007,24.1,0.0109,54.0,32.1,0.31,94.0,189.0
2019-11-14,0.5375,0.007,23.391667,0.016,54.0,28.5,0.275,87.0,180.5
2019-11-15,0.575,0.0085,24.421053,0.006364,26.0,24.0,0.295833,79.0,183.0
2019-11-16,0.9,0.0085,29.058333,0.016176,26.0,16.2,0.441667,64.0,192.0
2019-11-17,0.775,0.0085,28.329167,0.018588,26.0,8.75,0.420833,49.0,230.5
2019-11-18,0.5875,0.0085,33.508333,0.018059,26.0,6.9,0.45,46.0,252.5
2019-11-19,0.723529,0.0085,33.355,0.027273,26.0,12.3,0.658333,57.0,214.0
2019-11-20,0.220833,0.0085,12.35,0.020882,26.0,5.9,0.216667,33.0,144.5
2019-11-21,0.320833,0.007,18.695833,0.014294,22.0,7.4,0.3,41.0,161.0
2019-11-22,0.533333,0.007,24.654167,0.012118,22.0,11.2,0.375,55.0,172.0
2019-11-23,0.5875,0.007,27.670833,0.015059,22.0,9.2,0.445833,51.0,186.0
2019-11-24,0.6625,0.007,24.495833,0.018235,22.0,9.7,0.420833,52.0,183.5
2019-11-25,0.6375,0.007,26.391667,0.019412,22.0,13.7,0.458333,60.0,161.5
2019-11-26,0.441667,0.007,23.4,0.017412,22.0,11.8,0.420833,56.0,161.0
2019-11-27,0.422222,0.002,22.914286,0.020818,11.0,6.4,0.270833,36.0,125.0
2019-11-28,0.220833,0.002,6.341667,0.027529,11.0,2.2,0.179167,32.0,97.0
2019-11-29,0.320833,0.002,16.3,0.015294,11.0,5.55,0.2375,31.0,108.5
2019-11-30,0.441667,0.002,15.45,0.016,11.0,6.2,0.258333,34.0,122.0
2019-12-01,0.354167,0.002,17.008333,0.010176,11.0,5.6,0.2875,31.0,147.0
2019-12-02,0.520833,0.002,27.891667,0.007353,11.0,9.2,0.4125,51.0,161.5
2019-12-03,0.908333,0.0055,36.491667,0.001765,19.0,14.0,0.645833,60.0,164.0
2019-12-04,0.588235,0.0055,24.665,0.0046,19.0,8.0,0.254167,44.0,158.5
2019-12-05,0.508333,0.0055,20.633333,0.009059,19.0,8.0,0.3625,45.0,161.5
2019-12-06,0.625,0.0055,29.083333,0.004706,19.0,9.8,0.395833,52.0,169.5
2019-12-07,0.35,0.0055,15.091667,0.010235,19.0,5.9,0.254167,33.0,183.5
2019-12-08,0.291667,0.0055,14.066667,0.014235,19.0,9.0,0.2375,50.0,164.0
2019-12-09,0.575,0.010499999999999999,24.395833,0.006059,27.0,10.7,0.425,54.0,164.0
2019-12-10,0.745833,0.010499999999999999,26.491667,0.005647,27.0,12.5,0.458333,57.0,156.0
2019-12-11,0.8,0.010499999999999999,27.441667,0.008235,27.0,11.85,0.504167,56.0,153.0
2019-12-12,1.025,0.010499999999999999,37.9875,0.003882,27.0,26.5,0.720833,83.0,175.0
2019-12-13,1.108333,0.010499999999999999,33.920833,0.008059,27.0,33.4,0.572222,96.0,169.5
2019-12-14,0.525,0.010499999999999999,22.926667,0.005667,27.0,29.8,0.2875,90.0,166.5
2019-12-15,0.354167,0.007,11.020833,0.025353,23.0,4.0,0.245833,34.0,147.5
2019-12-16,0.495833,0.007,29.166667,0.009588,23.0,5.9,0.441667,43.0,150.0
2019-12-17,0.629167,0.007,28.116667,0.016412,23.0,5.9,0.545833,40.0,139.0
2019-12-18,0.520833,0.007,34.625,0.007824,23.0,7.0,0.61,41.0,130.5
2019-12-19,0.816667,0.007,37.469565,0.006529,23.0,14.7,0.8625,61.0,139.0
2019-12-20,0.620833,0.007,31.645833,0.010059,23.0,7.2,0.629167,40.0,175.0
2019-12-21,0.608333,0.002,32.616667,0.007353,7.0,10.4,0.6875,53.0,175.0
2019-12-22,0.633333,0.002,19.966667,0.029353,7.0,8.7,0.628571,48.0,164.0
2019-12-23,0.2,0.002,11.883333,0.012176,7.0,4.449999999999999,0.3625,29.0,131.0
2019-12-24,0.45,0.002,16.525,0.018235,7.0,8.3,0.41,46.0,133.5
2019-12-25,0.254167,0.002,8.175,0.027353,7.0,5.7,0.466667,32.0,133.5
2019-12-26,0.275,0.002,14.231579,0.0021,7.0,4.3,0.391667,32.0,108.0
2019-12-27,0.554167,0.006,26.26087,0.008,25.0,7.4,0.55,41.0,128.0
2019-12-28,0.566667,0.006,21.870833,0.012,25.0,11.0,0.541667,55.0,122.5
2019-12-29,0.620833,0.006,20.933333,0.014176,25.0,14.899999999999999,0.554167,62.0,127.5
2019-12-30,0.529167,0.006,25.05,0.009235,25.0,10.2,0.658333,53.0,155.5
2019-12-31,0.75,0.006,30.4125,0.0125,25.0,10.7,0.783333,54.0,166.5
2020-01-01,0.505263,0.006,21.458333,0.016471,25.0,17.4,0.754167,66.0,152.5
2020-01-02,0.658333,0.018000000000000002,26.3625,0.008765,37.0,17.3,0.716667,66.0,155.5
2020-01-03,0.766667,0.018000000000000002,35.045833,0.006,37.0,12.4,0.75,57.0,175.0
2020-01-04,0.954167,0.018000000000000002,31.683333,0.010471,37.0,20.4,0.75,72.0,155.5
2020-01-05,0.795833,0.018000000000000002,27.2625,0.010588,37.0,15.2,0.604167,62.0,153.0
2020-01-06,0.729167,0.018000000000000002,31.808333,0.011882,37.0,7.5,0.708333,44.0,175.0
2020-01-07,0.520833,0.018000000000000002,30.125,0.008882,37.0,6.4,0.645833,40.0,197.0
2020-01-08,0.620833,0.0085,25.679167,0.010059,27.0,14.0,0.645833,60.0,153.0
2020-01-10,0.666667,0.0085,27.4125,0.007647,27.0,12.2,0.472222,57.0,138.5
2020-01-11,0.770833,0.0085,23.183333,0.010941,27.0,16.7,0.158333,65.0,130.5
2020-01-12,0.5625,0.0085,18.5875,0.016529,27.0,17.5,0.041667,67.0,138.5
2020-01-13,0.616667,0.0085,23.279167,0.016235,27.0,20.9,0.0625,73.0,138.5
2020-01-14,0.670833,0.007,26.075,0.013059,35.0,20.1,0.1,71.0,136.0
2020-02-16,0.65,0.007,21.225,0.024471,37.0,17.4,0.327273,66.0,164.0
2020-02-17,0.691667,0.007,26.729167,0.021,37.0,21.4,0.3125,74.0,158.5
2020-02-18,0.591667,0.007,21.175,0.028706,37.0,23.3,0.1875,77.0,177.5
2020-02-19,0.404167,0.01,17.741667,0.021118,30.0,27.3,0.216667,85.0,175.0
2020-02-20,0.65,0.01,29.066667,0.019235,30.0,15.6,0.270833,63.0,191.5
2020-02-21,0.570833,0.01,25.0125,0.033176,30.0,11.100000000000001,0.320833,55.0,205.5
2020-02-22,0.208333,0.01,7.283333,0.025824,30.0,5.6,0.116667,31.0,169.5
2020-02-23,0.316667,0.01,11.383333,0.020059,30.0,9.2,0.141667,51.0,158.5
2020-02-24,0.541667,0.01,19.379167,0.016529,30.0,13.9,0.229167,60.0,164.0
2020-02-25,0.7125,0.014,27.029167,0.016824,31.0,9.8,0.4125,52.0,197.0
2020-02-26,0.720833,0.014,28.216667,0.015824,31.0,8.0,0.4125,44.0,194.5
2020-02-27,0.7,0.014,31.491667,0.012647,31.0,7.7,0.429167,47.0,219.5
2020-02-28,0.558333,0.014,26.216667,0.017412,31.0,5.6,0.366667,40.0,244.5
2020-02-29,0.416667,0.014,16.275,0.031941,31.0,8.3,0.233333,46.0,192.0
2020-03-01,0.208333,0.014,6.4875,0.029059,31.0,6.9,0.1375,38.0,147.0
2020-03-02,0.354167,0.0075,11.5375,0.029765,33.0,4.4,0.083333,36.0,166.5
2020-03-03,0.379167,0.0075,23.220833,0.015235,33.0,6.6,0.316667,38.0,205.5
2020-03-04,0.529167,0.0075,19.104167,0.019588,33.0,14.8,0.220833,63.0,191.5
2020-03-05,0.4625,0.0075,19.083333,0.021353,33.0,15.1,0.183333,62.0,191.5
2020-03-06,0.495833,0.0075,18.425,0.026588,33.0,19.9,0.233333,71.0,180.5
2020-03-07,0.2,0.0075,6.25,0.027765,33.0,3.3,0.108333,29.0,166.5
2020-03-08,0.241667,0.002,8.308333,0.018882,8.0,2.5,0.066667,29.0,152.5
2020-03-09,0.35,0.002,14.3125,0.022471,8.0,3.4,0.095833,29.0,178.0
2020-03-10,0.2,0.002,10.358333,0.014412,8.0,3.75,0.0125,22.0,172.0
2020-03-11,0.233333,0.002,11.278261,0.021083,8.0,3.8,0.041667,26.0,192.0
2020-03-14,0.2875,0.005,13.2375,0.0215,17.0,6.1,0.004167,34.0,150.0
2020-03-15,0.2375,0.005,6.0875,0.026,17.0,4.3,0.0125,33.0,152.5
2020-03-16,0.316667,0.005,12.608333,0.023235,17.0,5.9,0.029167,33.0,147.0
2020-03-17,0.320833,0.005,15.516667,0.018412,17.0,3.9,0.05,30.0,127.5
2020-03-18,0.3875,0.005,14.204167,0.025059,17.0,4.5,0.058333,32.0,136.0
2020-03-19,0.295833,0.005,12.595833,0.025529,17.0,4.6,0.05,29.0,142.0
2020-03-20,0.2,0.0015,9.183333,0.026941,7.0,3.7,0.020833,30.0,155.5
2020-03-23,0.2,0.0015,5.254167,0.024529,7.0,2.6,0.0,34.0,161.0
2020-03-24,0.291667,0.0015,9.025,0.030118,7.0,3.7,0.038095,32.0,150.0
2020-03-25,0.229167,0.0015,6.05,0.031824,7.0,2.4,0.005,33.0,155.5
2020-03-26,0.25,0.0015,8.786364,0.025412,7.0,2.8,0.015,32.0,136.0
2020-03-27,0.308333,0.0015,11.429167,0.027235,7.0,5.3,0.042857,35.0,147.0
